uid;assembly;planned_date;progdate;plan_date;length;length_thick;width;width_thick;height;plan;pod;pod_name;project_id
13342;B-302-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13354;GF-01 (M);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
13340;B-302-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13339;B-302-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13338;B-303-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13337;B-303-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13341;B-301-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13336;B-304-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
13355;GF-01 (M);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
13334;B-305-106;NULL;NULL;NULL;20.78;NULL;0.5;NULL;1.2;2019.07.05;NULL;NULL;P19023
14185;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14154;B 204-106;NULL;NULL;NULL;6.393;NULL;0.3;NULL;0.6;2019.07.05;NULL;NULL;P19023
14178;B 203-106;NULL;NULL;NULL;7.98;NULL;0.3;NULL;0.7;2019.07.05;NULL;NULL;P19023
14184;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14183;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14182;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14181;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14180;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
14179;B 201-106;NULL;NULL;NULL;9.98;NULL;0.4;NULL;0.7;2019.07.05;NULL;NULL;P19023
15382;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15394;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15395;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15396;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15397;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15398;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15399;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15400;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15401;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15402;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15393;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15392;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15383;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15384;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15385;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15386;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15387;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15388;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15389;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15390;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15391;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15403;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15404;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15416;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15417;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15418;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15419;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15420;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15421;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15422;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15423;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15424;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15415;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15414;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15405;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15406;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15407;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15408;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15409;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15410;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15411;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15412;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15413;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15425;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15338;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15350;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15351;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15352;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15353;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15354;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15355;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15356;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15357;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15358;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15349;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15348;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15339;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15340;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15341;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15342;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15343;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15344;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15345;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15346;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15347;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15359;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15360;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15372;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15373;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15374;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15375;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15376;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15377;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15378;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15379;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15380;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15371;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15370;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15361;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15362;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15363;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15364;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15365;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15366;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15367;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15368;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15369;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15381;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15426;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15471;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15483;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15484;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15485;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15486;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15487;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15488;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15490;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15491;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15492;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15482;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15481;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15472;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15473;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15474;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15475;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15476;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15477;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15478;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15479;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15480;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15493;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15494;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15506;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15507;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15508;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15509;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15510;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15511;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15512;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15537;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15538;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15505;3010;NULL;NULL;NULL;17.15;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15504;3010;NULL;NULL;NULL;17.15;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15495;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15496;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15497;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15498;B 202-106;NULL;NULL;NULL;6.393;NULL;0.3;NULL;0.6;2019.07.05;NULL;NULL;P19023
15499;B 202-106;NULL;NULL;NULL;6.393;NULL;0.3;NULL;0.6;2019.07.05;NULL;NULL;P19023
15500;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15501;3016;NULL;NULL;NULL;17.35;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15502;3000;NULL;NULL;NULL;17.15;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15503;3004;NULL;NULL;NULL;17.15;NULL;0.5;NULL;0.8;2019.08.26;NULL;NULL;P19298
15539;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
15427;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15439;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15440;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15441;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15442;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15443;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15444;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15445;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15446;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15447;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15438;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15437;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15428;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15429;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15430;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15431;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15432;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15433;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15434;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15435;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15436;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15448;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15449;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15461;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15462;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15463;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15464;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15465;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15466;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15467;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15468;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15469;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15460;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15459;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15450;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15451;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15452;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15453;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15454;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15455;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15456;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15457;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15458;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15470;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15489;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15286;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15287;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15288;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15289;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15290;NG2;NULL;NULL;NULL;3;NULL;2.4;NULL;0.35;2019.08.05;NULL;NULL;P19120
15291;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15292;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15293;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15294;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15295;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15296;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15297;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15298;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15299;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15300;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15285;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15284;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15283;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15268;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15269;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15270;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15271;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
15272;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15273;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15274;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15275;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15276;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15277;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15278;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15279;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15280;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15281;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15282;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15301;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15302;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15337;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15322;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15323;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15324;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15325;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15326;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15327;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15328;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
