uid;assembly;planned_date;progdate;plan_date;length;length_thick;width;width_thick;height;plan;pod;pod_name;project_id
23255;5630;NULL;NULL;NULL;4.568;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23256;5630;NULL;NULL;NULL;4.568;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23257;5630;NULL;NULL;NULL;4.568;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23258;5650;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23259;5650;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23260;5650;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23261;5650;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23252;5640;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23251;2150;NULL;NULL;NULL;4.439;NULL;0.27;NULL;1.97;2020.12.16;NULL;NULL;P20196
23249;2140;NULL;NULL;NULL;1.19;NULL;0.27;NULL;1.67;2020.12.16;NULL;NULL;P20196
23240;2010;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.17;NULL;NULL;P20196
23241;2010;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.17;NULL;NULL;P20196
23242;2010;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.17;NULL;NULL;P20196
23243;2080;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.17;NULL;NULL;P20196
23244;2100;NULL;NULL;NULL;5.41;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23245;2070;NULL;NULL;NULL;5.39;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23246;2060;NULL;NULL;NULL;5.39;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23247;2040;NULL;NULL;NULL;5.47;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23248;2160;NULL;NULL;NULL;5.49;NULL;0.27;NULL;1.2;2020.12.16;NULL;NULL;P20196
23262;5660;NULL;NULL;NULL;4.518;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23357;8009;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23370;8015;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23371;8016;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23372;8017;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23373;8018;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.08;2020.11.02;NULL;NULL;P20155
23374;8019;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.08;2020.11.02;NULL;NULL;P20155
23375;8020;NULL;NULL;NULL;0.08;NULL;4.45;NULL;2.04;2020.11.02;NULL;NULL;P20155
23376;8021;NULL;NULL;NULL;0.08;NULL;7.2;NULL;1.59;2020.11.02;NULL;NULL;P20155
23377;8022;NULL;NULL;NULL;0.08;NULL;3.43;NULL;1.64;2020.11.02;NULL;NULL;P20155
23378;8023;NULL;NULL;NULL;0.08;NULL;4.45;NULL;1.64;2020.11.02;NULL;NULL;P20155
23369;8014;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23368;8013;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23367;8012;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23358;8010;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23359;8010;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23360;8010;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23361;8010;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23362;8010;NULL;NULL;NULL;0.08;NULL;3.43;NULL;2.49;2020.11.02;NULL;NULL;P20155
23363;8011;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23364;8011;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23365;8011;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23366;8012;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23379;8024;NULL;NULL;NULL;0.08;NULL;5.3;NULL;1.5;2020.11.02;NULL;NULL;P20155
23380;8025;NULL;NULL;NULL;0.08;NULL;1.42;NULL;1.78;2020.11.02;NULL;NULL;P20155
23381;8026;NULL;NULL;NULL;0.08;NULL;6.12;NULL;1.64;2020.11.02;NULL;NULL;P20155
23394;6000;NULL;NULL;NULL;5.94;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23395;6000;NULL;NULL;NULL;5.94;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23396;6000;NULL;NULL;NULL;5.94;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23397;6000;NULL;NULL;NULL;5.94;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23398;6000;NULL;NULL;NULL;5.94;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23399;6020;NULL;NULL;NULL;6.15;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23400;6025;NULL;NULL;NULL;6.15;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23401;6030;NULL;NULL;NULL;6.23;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23402;6035;NULL;NULL;NULL;6.23;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23393;6100;NULL;NULL;NULL;3.96;NULL;0.3;NULL;0.5;2020.11.02;NULL;NULL;P20202
23392;6100;NULL;NULL;NULL;3.96;NULL;0.3;NULL;0.5;2020.11.02;NULL;NULL;P20202
23391;6100;NULL;NULL;NULL;3.96;NULL;0.3;NULL;0.5;2020.11.02;NULL;NULL;P20202
23382;8027;NULL;NULL;NULL;0.08;NULL;4.05;NULL;0.74;2020.11.02;NULL;NULL;P20155
23383;8028;NULL;NULL;NULL;0.08;NULL;4.8;NULL;0.74;2020.11.02;NULL;NULL;P20155
23384;8029;NULL;NULL;NULL;0.08;NULL;4.05;NULL;2.49;2020.11.02;NULL;NULL;P20155
23385;8030;NULL;NULL;NULL;0.08;NULL;4.8;NULL;2.49;2020.11.02;NULL;NULL;P20155
23386;8031;NULL;NULL;NULL;0.08;NULL;5.4;NULL;1.47;2020.11.02;NULL;NULL;P20155
23387;8031;NULL;NULL;NULL;0.08;NULL;5.4;NULL;1.47;2020.11.02;NULL;NULL;P20155
23388;8032;NULL;NULL;NULL;0.08;NULL;4.9;NULL;1.33;2020.11.02;NULL;NULL;P20155
23389;8033;NULL;NULL;NULL;0.08;NULL;1.24;NULL;1.21;2020.11.02;NULL;NULL;P20155
23390;6100;NULL;NULL;NULL;3.96;NULL;0.3;NULL;0.5;2020.11.02;NULL;NULL;P20202
23403;6040;NULL;NULL;NULL;4.98;NULL;0.27;NULL;0.95;2020.11.02;NULL;NULL;P20202
23310;5000;NULL;NULL;NULL;4.56;NULL;0.3;NULL;0.55;2020.10.27;NULL;NULL;P20202
23323;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23324;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23325;5030;NULL;NULL;NULL;4.48;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23326;3001;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23327;3002;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23328;3002;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23329;3003;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23330;3006;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23331;3009;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23322;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23321;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23320;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23311;5000;NULL;NULL;NULL;4.56;NULL;0.3;NULL;0.55;2020.10.27;NULL;NULL;P20202
23312;5010;NULL;NULL;NULL;4.56;NULL;0.3;NULL;0.55;2020.10.27;NULL;NULL;P20202
23313;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23314;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23315;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23316;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23317;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23318;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23319;5020;NULL;NULL;NULL;4.06;NULL;0.4;NULL;0.55;2020.10.27;NULL;NULL;P20202
23332;3009;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23333;3009;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23334;3009;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23347;8002;NULL;NULL;NULL;0.08;NULL;4.8;NULL;2.49;2020.11.02;NULL;NULL;P20155
23348;8002;NULL;NULL;NULL;0.08;NULL;4.8;NULL;2.49;2020.11.02;NULL;NULL;P20155
23349;8003;NULL;NULL;NULL;0.08;NULL;4.8;NULL;2.49;2020.11.02;NULL;NULL;P20155
23350;8004;NULL;NULL;NULL;0.08;NULL;7.1;NULL;1.19;2020.11.02;NULL;NULL;P20155
23351;8005;NULL;NULL;NULL;0.08;NULL;7.1;NULL;2.49;2020.11.02;NULL;NULL;P20155
23352;8006;NULL;NULL;NULL;0.08;NULL;7.25;NULL;2.49;2020.11.02;NULL;NULL;P20155
23353;8007;NULL;NULL;NULL;0.08;NULL;3.38;NULL;1.09;2020.11.02;NULL;NULL;P20155
23354;8008;NULL;NULL;NULL;0.08;NULL;7.2;NULL;1.09;2020.11.02;NULL;NULL;P20155
23355;8009;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23346;8001;NULL;NULL;NULL;0.08;NULL;4.8;NULL;2.49;2020.11.02;NULL;NULL;P20155
23345;3015;NULL;NULL;NULL;10.03;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23344;3014;NULL;NULL;NULL;10.03;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23335;3012;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23336;3004;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23337;3004;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23338;3005;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23339;3008;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23340;3007;NULL;NULL;NULL;5.405;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23341;3010;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23342;3011;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23343;3013;NULL;NULL;NULL;8.965;NULL;0.5;NULL;0.5;2020.10.27;NULL;NULL;P20155
23356;8009;NULL;NULL;NULL;0.08;NULL;7.2;NULL;2.49;2020.11.02;NULL;NULL;P20155
23032;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23045;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23046;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23047;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23048;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23049;4000;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23050;4000;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23051;4000;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23052;4000;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23053;4002;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23044;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23043;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23042;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23033;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23034;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23035;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23036;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23037;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23038;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23039;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23040;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23041;1000;NULL;NULL;NULL;1.4;NULL;1.4;NULL;1;2020.11.05;NULL;NULL;P20196
23054;4004;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23055;4006;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23056;4008;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23069;4022;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23070;4100;NULL;NULL;NULL;11.16;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23071;4100;NULL;NULL;NULL;11.16;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23072;4100;NULL;NULL;NULL;11.16;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23073;P-01V;NULL;NULL;NULL;13.24;NULL;0.6;NULL;0.6;2020.10.26;NULL;NULL;P20218
23074;P-01V;NULL;NULL;NULL;13.24;NULL;0.6;NULL;0.6;2020.10.26;NULL;NULL;P20218
23075;P-02;NULL;NULL;NULL;13.24;NULL;0.6;NULL;0.6;2020.10.26;NULL;NULL;P20218
23076;P-02;NULL;NULL;NULL;13.24;NULL;0.6;NULL;0.6;2020.10.26;NULL;NULL;P20218
23077;P-03;NULL;NULL;NULL;13.24;NULL;0.5;NULL;0.6;2020.10.26;NULL;NULL;P20218
23068;4020;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23067;4018;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23066;4018;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23057;4010;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23058;4010;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23059;4010;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23060;4010;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23061;4012;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23062;4014;NULL;NULL;NULL;18.43;NULL;0.5;NULL;0.95;2020.10.26;NULL;NULL;P20218
23063;4016;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23064;4018;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23065;4018;NULL;NULL;NULL;24.17;NULL;0.5;NULL;1.2;2020.10.26;NULL;NULL;P20218
23078;P-03;NULL;NULL;NULL;13.24;NULL;0.5;NULL;0.6;2020.10.26;NULL;NULL;P20218
22971;3610;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22985;3613;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22986;3607;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22987;4101;NULL;NULL;NULL;6.36;NULL;0.3;NULL;0.5;2020.11.12;NULL;NULL;P20209
22988;3406;NULL;NULL;NULL;9.2;NULL;0.4;NULL;0.4;2020.11.11;NULL;NULL;P20209
22989;3405;NULL;NULL;NULL;9.2;NULL;0.4;NULL;0.4;2020.11.11;NULL;NULL;P20209
22990;3505;NULL;NULL;NULL;11.6;NULL;0.4;NULL;0.5;2020.11.11;NULL;NULL;P20209
22991;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22992;1030;NULL;NULL;NULL;1.1;NULL;1.2;NULL;1;2020.11.05;NULL;NULL;P20196
22993;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22984;3608;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22983;3608;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22982;3608;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22972;3610;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22973;3610;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22974;3601;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22975;3601;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22976;3602;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22977;3603;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22979;3604;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22980;3614;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22981;3605;NULL;NULL;NULL;4.5;NULL;0.3;NULL;0.3;2020.11.11;NULL;NULL;P20209
22994;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22995;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22996;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23022;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23023;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23024;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23025;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23026;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23027;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23028;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23029;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23030;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23021;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23020;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23019;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
22997;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22998;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
22999;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23000;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23003;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23004;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23005;1020;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2020.11.05;NULL;NULL;P20196
23017;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23018;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23031;1010;NULL;NULL;NULL;1.1;NULL;1;NULL;1;2020.11.05;NULL;NULL;P20196
23134;3010 kn;NULL;NULL;NULL;11.73;NULL;0.5;NULL;0.5;2020.12.04;NULL;NULL;P20196
23147;3140 2k;NULL;NULL;NULL;13.125;NULL;0.5;NULL;0.4;2020.12.10;NULL;NULL;P20196
23148;3130 2k;NULL;NULL;NULL;12.975;NULL;0.5;NULL;0.4;2020.12.10;NULL;NULL;P20196
23149;3050 2k;NULL;NULL;NULL;11.875;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23150;3040 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23151;3040 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23152;3045 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23153;3150 2k;NULL;NULL;NULL;12.975;NULL;0.5;NULL;0.4;2020.12.10;NULL;NULL;P20196
23154;3145 2k;NULL;NULL;NULL;13.125;NULL;0.5;NULL;0.4;2020.12.10;NULL;NULL;P20196
23155;3040 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23146;3050 2k;NULL;NULL;NULL;11.875;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23145;3050 2k;NULL;NULL;NULL;11.875;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23144;3055 2k;NULL;NULL;NULL;11.875;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23135;3010 kn;NULL;NULL;NULL;11.73;NULL;0.5;NULL;0.5;2020.12.04;NULL;NULL;P20196
23136;3015 kn;NULL;NULL;NULL;11.73;NULL;0.5;NULL;0.5;2020.12.04;NULL;NULL;P20196
23137;3065 2k;NULL;NULL;NULL;11.733;NULL;0.6;NULL;0.5;2020.12.10;NULL;NULL;P20196
23138;3120 1k;NULL;NULL;NULL;11.733;NULL;0.5;NULL;0.5;2020.12.10;NULL;NULL;P20196
23139;3110 1k;NULL;NULL;NULL;11.733;NULL;0.5;NULL;0.5;2020.12.10;NULL;NULL;P20196
23140;3030 2k;NULL;NULL;NULL;11.325;NULL;0.55;NULL;0.55;2020.12.10;NULL;NULL;P20196
23141;3075 1k;NULL;NULL;NULL;11.733;NULL;0.5;NULL;0.5;2020.12.10;NULL;NULL;P20196
23142;3015 kn;NULL;NULL;NULL;11.73;NULL;0.5;NULL;0.5;2020.12.04;NULL;NULL;P20196
23143;3055 2k;NULL;NULL;NULL;11.875;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23156;3045 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23157;3040 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23158;3040 2k;NULL;NULL;NULL;12.025;NULL;0.5;NULL;0.4;2020.12.04;NULL;NULL;P20196
23171;4040;NULL;NULL;NULL;19.835;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
23173;4020;NULL;NULL;NULL;19.62;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
23174;4020;NULL;NULL;NULL;19.62;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
23175;4020;NULL;NULL;NULL;19.62;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
23209;5640;NULL;NULL;NULL;4.418;NULL;0.2;NULL;0.4;2020.11.17;NULL;NULL;P20196
23210;2090 selejt;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23211;2090 selejt;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23212;2090;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.27;NULL;NULL;P20196
23213;2010;NULL;NULL;NULL;4.98;NULL;0.27;NULL;1.2;2020.11.17;NULL;NULL;P20196
23170;4040;NULL;NULL;NULL;19.835;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
23169;4010;NULL;NULL;NULL;19.26;NULL;0.6;NULL;1.5;2020.12.04;NULL;NULL;P20196
23168;4030;NULL;NULL;NULL;19.41;NULL;0.6;NULL;1.5;2020.12.09;NULL;NULL;P20196
